x,y,indoor
529630.5,180522.5,True
529633.0,180522.5,True
529635.5,180522.5,True
529638.0,180522.5,False
529640.5,180522.5,False
529643.0,180522.5,False
529645.5,180522.5,False
529648.0,180522.5,False
529650.5,180522.5,False
529653.0,180522.5,False
529655.5,180522.5,False
529658.0,180522.5,False
529660.5,180522.5,False
529663.0,180522.5,False
529665.5,180522.5,True
529668.0,180522.5,True
529670.5,180522.5,True
529673.0,180522.5,True
529675.5,180522.5,True
529678.0,180522.5,True
529680.5,180522.5,True
529683.0,180522.5,True
529685.5,180522.5,True
529688.0,180522.5,True
529690.5,180522.5,True
529693.0,180522.5,True
529695.5,180522.5,True
529698.0,180522.5,True
529700.5,180522.5,True
529703.0,180522.5,True
529705.5,180522.5,True
529708.0,180522.5,True
529710.5,180522.5,True
529713.0,180522.5,True
529715.5,180522.5,True
529718.0,180522.5,True
529720.5,180522.5,False
529723.0,180522.5,False
529725.5,180522.5,False
529728.0,180522.5,False
529730.5,180522.5,False
529733.0,180522.5,True
529735.5,180522.5,True
529738.0,180522.5,True
529740.5,180522.5,False
529743.0,180522.5,False
529745.5,180522.5,False
529748.0,180522.5,False
529750.5,180522.5,False
529753.0,180522.5,True
529755.5,180522.5,True
529758.0,180522.5,False
529760.5,180522.5,False
529763.0,180522.5,False
529765.5,180522.5,True
529768.0,180522.5,True
529770.5,180522.5,True
529773.0,180522.5,True
529775.5,180522.5,True
529778.0,180522.5,True
529780.5,180522.5,True
529783.0,180522.5,True
529785.5,180522.5,True
529788.0,180522.5,True
529790.5,180522.5,True
529793.0,180522.5,True
529795.5,180522.5,True
529798.0,180522.5,True
529800.5,180522.5,True
529803.0,180522.5,True
529805.5,180522.5,True
529808.0,180522.5,True
529810.5,180522.5,True
529813.0,180522.5,True
529815.5,180522.5,True
529818.0,180522.5,True
529820.5,180522.5,True
529823.0,180522.5,True
529825.5,180522.5,True
529828.0,180522.5,False
529830.5,180522.5,False
529833.0,180522.5,False
529835.5,180522.5,False
529838.0,180522.5,False
529840.5,180522.5,False
529843.0,180522.5,False
529845.5,180522.5,False
529848.0,180522.5,False
529850.5,180522.5,False
529853.0,180522.5,False
529855.5,180522.5,False
529858.0,180522.5,False
529860.5,180522.5,False
529863.0,180522.5,False
529865.5,180522.5,False
529868.0,180522.5,False
528888.0,180525.0,True
528890.5,180525.0,True
528893.0,180525.0,True
528895.5,180525.0,True
528898.0,180525.0,True
528900.5,180525.0,True
528903.0,180525.0,True
528905.5,180525.0,False
528908.0,180525.0,False
